City;Couleur;Forme;State;Time;Date;Heure
Tarryall Reservoir;;SPHERE;CO;8/20/1985 1:00;20/8/1985;1:00
Hamilton;;OVAL;OH;8/20/1985 19:30;20/8/1985;19:30
Kelseyville;;LIGHT;CA;8/20/1985 21:00;20/8/1985;21:00
Friendship;;RECTANGLE;NY;8/20/1985 22:00;20/8/1985;22:00
Mechanics Town;;DISK;NY;8/24/1985 0:00;24/8/1985;0:00
Allenspark;;LIGHT;CO;8/25/1985 22:30;25/8/1985;22:30
Rockland;;DISK;NY;9/1/1985 9:00;1/9/1985;9:00
Pendleton;;RECTANGLE;OR;9/1/1985 13:30;1/9/1985;13:30
Waterbury;;OVAL;CT;9/1/1985 19:00;1/9/1985;19:00
Wappingers Falls;;FORMATION;NY;9/1/1985 21:00;1/9/1985;21:00
Juneau;;CIRCLE;AK;9/5/1985 1:30;5/9/1985;1:30
Rutland;;TRIANGLE;VT;9/5/1985 2:15;5/9/1985;2:15
Kaunakakai;;EGG;HI;9/12/1985 16:10;12/9/1985;16:10
La Veta;;CIRCLE;CO;9/12/1985 23:43;12/9/1985;23:43
Downingtown;;DISK;PA;9/14/1985 22:00;14/9/1985;22:00
Beacon Falls;;LIGHT;CT;9/15/1985 19:00;15/9/1985;19:00
Annandale;;OVAL;NY;9/15/1985 21:15;15/9/1985;21:15
Green River;;LIGHT;WY;9/15/1985 23:00;15/9/1985;23:00
Coconut Creek;;DISK;FL;9/20/1985 16:00;20/9/1985;16:00
Austin;;CHEVRON;TX;9/26/1985 21:25;26/9/1985;21:25
Sparta;;CIRCLE;WI;9/28/1985 18:30;28/9/1985;18:30
Amherst;;RECTANGLE;MA;9/30/1985 6:00;30/9/1985;6:00
Brandon;;TRIANGLE;FL;10/1/1985 0:00;1/10/1985;0:00
Holton;;LIGHT;MI;10/1/1985 5:30;1/10/1985;5:30
Monroe;;SPHERE;NC;10/1/1985 5:30;1/10/1985;5:30
Jefferson;;TRIANGLE;OH;10/1/1985 21:30;1/10/1985;21:30
Santa Margarita;;OTHER;CA;10/1/1985 21:30;1/10/1985;21:30
Lawrence;;SPHERE;KS;10/1/1985 22:45;1/10/1985;22:45
Swansboro;;DISK;NC;10/12/1985 23:45;12/10/1985;23:45
San Ramon;;DISK;CA;10/15/1985 0:00;15/10/1985;0:00
Cleveland;;DIAMOND;OH;10/15/1985 7:00;15/10/1985;7:00
Hixson;ORANGE;OTHER;TN;10/15/1985 19:00;15/10/1985;19:00
Hartford city;;TRIANGLE;IN;10/15/1985 20:00;15/10/1985;20:00
Camden;;DISK;SC;10/15/1985 22:00;15/10/1985;22:00
Throop;;OVAL;PA;10/20/1985 5:00;20/10/1985;5:00
Moorestown;;OVAL;NJ;10/20/1985 19:00;20/10/1985;19:00
New York City;;SPHERE;NY;10/22/1985 20:00;22/10/1985;20:00
Hawthorne;;TRIANGLE;CA;10/25/1985 1:00;25/10/1985;1:00
North Hollywood;;SPHERE;CA;10/25/1985 22:00;25/10/1985;22:00
New York City;;DISK;NY;10/31/1985 20:30;31/10/1985;20:30
Plan;;TRIANGLE;TX;11/1/1985 20:00;1/11/1985;20:00
Patterson;;CIGAR;NY;11/2/1985 1:00;2/11/1985;1:00
Lou  Costello Recreation Center;;CIRCLE;CA;11/10/1985 19:00;10/11/1985;19:00
Sacramento;;FORMATION;CA;11/13/1985 20:00;13/11/1985;20:00
Vernon Valley;;OTHER;NJ;11/15/1985 20:30;15/11/1985;20:30
South Milwaukee;;LIGHT;WI;11/20/1985 0:00;20/11/1985;0:00
Cedar Grove;GREEN;SPHERE;WI;11/20/1985 4:18;20/11/1985;4:18
Big Cane;GREEN;LIGHT;LA;11/20/1985 22:30;20/11/1985;22:30
Edna;;VARIOUS;TX;11/25/1985 0:00;25/11/1985;0:00
Eatonton;;DISK;GA;11/26/1985 4:30;26/11/1985;4:30
Monterey Bay Area;;FORMATION;CA;12/1/1985 14:00;1/12/1985;14:00
Walden;;OVAL;NY;12/3/1985 18:15;3/12/1985;18:15
Manaus-Amazonas;;EGG;AL;12/5/1985 5:00;5/12/1985;5:00
Auburn;;VARIOUS;AL;12/15/1985 17:30;15/12/1985;17:30
Savannah;RED GREEN BLUE;TRIANGLE;GA;12/15/1985 23:00;15/12/1985;23:00
Buckner;;TRIANGLE;MO;12/16/1985 18:00;16/12/1985;18:00
Vallejo;;TRIANGLE;CA;12/16/1985 19:00;16/12/1985;19:00
West Yarmouth;;DIAMOND;MA;12/20/1985 22:00;20/12/1985;22:00
Ridgefield;;CIRCLE;CT;12/25/1985 22:00;25/12/1985;22:00
Crestwood;;OVAL;KY;1/1/1986 3:00;1/1/1986;3:00
South Yarmouth;;CIRCLE;MA;1/15/1986 22:00;15/1/1986;22:00
Lido Beach;;CIRCLE;NY;1/16/1986 9:10;16/1/1986;9:10
NASA;;OVAL;FL;1/28/1986 0:00;28/1/1986;0:00
Clarkton;;CIGAR;NC;1/28/1986 13:00;28/1/1986;13:00
Old Fort;;RECTANGLE;NC;1/29/1986 20:00;29/1/1986;20:00
Victor;;CIRCLE;MT;1/29/1986 21:30;29/1/1986;21:30
Van Nuys;;CONE;CA;2/6/1986 2:05;6/2/1986;2:05
Fort Leonard Wood;;FORMATION;MO;2/12/1986 16:00;12/2/1986;16:00
Mercedes;;OVAL;TX;2/14/1986 8:15;14/2/1986;8:15
Los Gatos;;DISK;CA;2/15/1986 17:00;15/2/1986;17:00
West Palm Beach;;TRIANGLE;FL;2/15/1986 21:00;15/2/1986;21:00
Portsmouth;;OTHER;VA;2/22/1986 21:00;22/2/1986;21:00
Nevada;;CIRCLE;NV;2/25/1986 22:00;25/2/1986;22:00
Victor;;CIRCLE;MT;2/28/1986 6:00;28/2/1986;6:00
Middle Smithfield Township;;TRIANGLE;PA;3/10/1986 0:45;10/3/1986;0:45
Delray Beach;;DISK;FL;3/15/1986 0:00;15/3/1986;0:00
St. Petersburg;;VARIOUS;FL;3/15/1986 10:30;15/3/1986;10:30
Midway;;LIGHT;GA;3/15/1986 15:40;15/3/1986;15:40
Los Angeles;;TRIANGLE;CA;3/25/1986 7:45;25/3/1986;7:45
Alamo;;RECTANGLE;NV;3/29/1986 19:30;29/3/1986;19:30
Chicago;;SPHERE;IL;4/1/1986 14:30;1/4/1986;14:30
Red Lodge;;VARIOUS;MT;4/1/1986 22:00;1/4/1986;22:00
Brownsville;;DISK;TX;4/1/1986 22:15;1/4/1986;22:15
Mt. Gilead;;OVAL;OH;4/2/1986 21:30;2/4/1986;21:30
Knoxville;;RECTANGLE;TN;4/4/1986 23:00;4/4/1986;23:00
Palm Springs;;DISK;CA;4/10/1986 12:00;10/4/1986;12:00
Oak Lawn;;OTHER;IL;4/12/1986 13:00;12/4/1986;13:00
Julian;RED BLUE;OTHER;CA;4/15/1986 0:30;15/4/1986;0:30
Lubbock;;OTHER;TX;4/15/1986 15:00;15/4/1986;15:00
Hayward;;DISK;CA;4/15/1986 17:00;15/4/1986;17:00
Lafayette;;LIGHT;LA;4/15/1986 21:50;15/4/1986;21:50
Marysville;;VARIOUS;CA;4/21/1986 18:30;21/4/1986;18:30
Bensalem;;FORMATION;PA;5/1/1986 19:00;1/5/1986;19:00
Jefferson;;SPHERE;CO;5/1/1986 19:00;1/5/1986;19:00
Vine Grove;;OVAL;KY;5/1/1986 21:00;1/5/1986;21:00
Fortuna;;TRIANGLE;CA;5/4/1986 12:30;4/5/1986;12:30
Crab Orchard;BLUE;LIGHT;KY;5/10/1986 21:30;10/5/1986;21:30
Dade City;;TRIANGLE;FL;5/12/1986 20:45;12/5/1986;20:45
Midwest City;;VARIOUS;OK;5/15/1986 2:00;15/5/1986;2:00
Jefferson;RED;SPHERE;CO;5/15/1986 8:00;15/5/1986;8:00
New York City;;CHEVRON;NY;5/15/1986 17:40;15/5/1986;17:40
Tompkinsville;;TRIANGLE;KY;5/15/1986 22:00;15/5/1986;22:00
Trimmer;;VARIOUS;CA;5/18/1986 20:30;18/5/1986;20:30
Adak;;LIGHT;AK;6/1/1986 0:00;1/6/1986;0:00
South Windsor;;CIRCLE;CT;6/1/1986 0:00;1/6/1986;0:00
Euclid;;OTHER;OH;6/1/1986 1:00;1/6/1986;1:00
Atlanta;ORANGE;SPHERE;GA;6/1/1986 2:00;1/6/1986;2:00
Schertz;;OVAL;TX;6/1/1986 3:00;1/6/1986;3:00
Plainview;;EGG;TX;6/1/1986 5:00;1/6/1986;5:00
Los Angeles;;TRIANGLE;CA;6/1/1986 12:00;1/6/1986;12:00
Flint;;VARIOUS;MI;6/1/1986 19:00;1/6/1986;19:00
Greenbelt;;VARIOUS;MD;6/1/1986 19:00;1/6/1986;19:00
New York City;;TRIANGLE;NY;6/1/1986 19:00;1/6/1986;19:00
Port Isable;;CIRCLE;TX;6/1/1986 20:00;1/6/1986;20:00
Milpitas;;LIGHT;CA;6/1/1986 22:00;1/6/1986;22:00
Tawas City;;TRIANGLE;MI;6/1/1986 22:00;1/6/1986;22:00
Jay;;VARIOUS;FL;6/1/1986 23:00;1/6/1986;23:00
Memphis;;TRIANGLE;TN;6/1/1986 23:00;1/6/1986;23:00
New Orleans;;LIGHT;LA;6/1/1986 23:00;1/6/1986;23:00
Brooksville;;OTHER;FL;6/6/1986 1:00;6/6/1986;1:00
St. Louis;;VARIOUS;MO;6/6/1986 16:30;6/6/1986;16:30
Panama City;;OTHER;FL;6/7/1986 19:00;7/6/1986;19:00
Conroe;;DISK;TX;6/7/1986 22:00;7/6/1986;22:00
Louisville;;CIGAR;KY;6/9/1986 16:00;9/6/1986;16:00
Severn;;TRIANGLE;MD;6/10/1986 21:00;10/6/1986;21:00
Colorado Springs;;SPHERE;CO;6/14/1986 18:30;14/6/1986;18:30
Allegan;;OTHER;MI;6/14/1986 19:00;14/6/1986;19:00
New Rochelle;RED;TRIANGLE;NY;6/14/1986 20:00;14/6/1986;20:00
Fairdale;;VARIOUS;WV;6/15/1986 0:00;15/6/1986;0:00
Gary;;OTHER;IN;6/15/1986 3:00;15/6/1986;3:00
Chilton;;TRIANGLE;WI;6/15/1986 13:00;15/6/1986;13:00
Milan;;DISK;OH;6/15/1986 16:00;15/6/1986;16:00
Princeton;;OTHER;SC;6/15/1986 21:00;15/6/1986;21:00
Ontario;;OTHER;CA;6/15/1986 22:30;15/6/1986;22:30
Gary;GREEN;VARIOUS;IN;6/15/1986 23:30;15/6/1986;23:30
Tucson;;FIREBALL;AZ;6/20/1986 17:30;20/6/1986;17:30
Teller;RED GREEN;OVAL;AK;6/20/1986 23:30;20/6/1986;23:30
Kentucy Lake  area;;TRIANGLE;KY;6/21/1986 0:00;21/6/1986;0:00
Shelton;;CIRCLE;WA;6/25/1986 3:15;25/6/1986;3:15
Tampa;;LIGHT;FL;6/29/1986 1:30;29/6/1986;1:30
Jonesboro;;DISK;AR;6/30/1986 12:00;30/6/1986;12:00
Seattle;;OTHER;WA;6/30/1986 14:00;30/6/1986;14:00
Glidden;;DISK;IA;7/1/1986 16:00;1/7/1986;16:00
Nevada City;;DISK;CA;7/1/1986 19:00;1/7/1986;19:00
Fairfield;;CIGAR;IA;7/2/1986 20:00;2/7/1986;20:00
Louisville;;CIRCLE;KY;7/4/1986 22:00;4/7/1986;22:00
Lincoln;;LIGHT;NE;7/4/1986 23:30;4/7/1986;23:30
Bayside;;DIAMOND;NY;7/5/1986 21:00;5/7/1986;21:00
Waynesburg;;DIAMOND;PA;7/13/1986 17:00;13/7/1986;17:00
Phoenix;;FIREBALL;AZ;7/13/1986 18:00;13/7/1986;18:00
Chicago;;OVAL;IL;7/15/1986 3:00;15/7/1986;3:00
Las Vegas;;VARIOUS;NM;7/15/1986 7:30;15/7/1986;7:30
Lake Elsinore;;DISK;CA;7/15/1986 11:00;15/7/1986;11:00
Palos Verdes Peninsula;;RECTANGLE;CA;7/15/1986 17:30;15/7/1986;17:30
Albuquerque;;CHEVRON;NM;7/15/1986 19:30;15/7/1986;19:30
Smith;RED;VARIOUS;KY;7/15/1986 21:00;15/7/1986;21:00
East Sparta;;OTHER;OH;7/15/1986 22:00;15/7/1986;22:00
Pecos;;OTHER;NM;7/15/1986 22:00;15/7/1986;22:00
Tucson;;LIGHT;AZ;7/20/1986 1:00;20/7/1986;1:00
San Marcos;RED YELLOW BLUE;RECTANGLE;TX;7/20/1986 3:30;20/7/1986;3:30
New Haven;;TRIANGLE;CT;7/20/1986 23:30;20/7/1986;23:30
Apple Valley;;TRIANGLE;CA;7/23/1986 19:00;23/7/1986;19:00
Austin;;OVAL;TX;7/30/1986 16:00;30/7/1986;16:00
Kingwood;;DIAMOND;TX;7/31/1986 21:00;31/7/1986;21:00
Lawton;;DIAMOND;MI;8/1/1986 0:00;1/8/1986;0:00
Page;;SPHERE;AZ;8/1/1986 0:00;1/8/1986;0:00
Lubbock;;RECTANGLE;TX;8/1/1986 15:00;1/8/1986;15:00
Marcellus;;TRIANGLE;MI;8/1/1986 20:00;1/8/1986;20:00
Jamestown;;TRIANGLE;OH;8/1/1986 22:00;1/8/1986;22:00
Bankson Lake;;TRIANGLE;MI;8/1/1986 22:30;1/8/1986;22:30
Tuolumne;RED;DISK;CA;8/2/1986 23:00;2/8/1986;23:00
Harrisonburg;;VARIOUS;LA;8/4/1986 0:00;4/8/1986;0:00
Hutchinson;;TRIANGLE;KS;8/6/1986 2:00;6/8/1986;2:00
Girard;;FIREBALL;OH;8/8/1986 1:30;8/8/1986;1:30
Russells Point;;TRIANGLE;OH;8/13/1986 23:00;13/8/1986;23:00
Inez;;CHEVRON;KY;8/14/1986 11:55;14/8/1986;11:55
Ogden;;CIGAR;UT;8/15/1986 13:30;15/8/1986;13:30
Spokane;;TRIANGLE;WA;8/15/1986 18:00;15/8/1986;18:00
Stillwater;;VARIOUS;OK;8/15/1986 21:30;15/8/1986;21:30
Seattle;RED;DISK;WA;8/15/1986 22:00;15/8/1986;22:00
Newberg;;TRIANGLE;OR;8/15/1986 23:25;15/8/1986;23:25
Decatur;;SPHERE;IN;8/15/1986 23:55;15/8/1986;23:55
Del Rio;;TRIANGLE;TX;8/16/1986 21:00;16/8/1986;21:00
Myrtle Beach;;SPHERE;SC;8/20/1986 0:30;20/8/1986;0:30
Anchorage;;DISK;AK;8/20/1986 2:00;20/8/1986;2:00
Eldon;RED;OTHER;MO;8/20/1986 22:00;20/8/1986;22:00
Danville;;TRIANGLE;VA;8/24/1986 0:00;24/8/1986;0:00
Maysville;;TRIANGLE;GA;9/1/1986 0:00;1/9/1986;0:00
Oak Harbor;;OTHER;WA;9/1/1986 15:00;1/9/1986;15:00
Virginia Beach;;VARIOUS;VA;9/1/1986 20:00;1/9/1986;20:00
Calypso;RED YELLOW;SPHERE;NC;9/11/1986 22:00;11/9/1986;22:00
New York City;;SPHERE;NY;9/15/1986 3:00;15/9/1986;3:00
Tyler;;OTHER;TX;9/15/1986 20:00;15/9/1986;20:00
Calypso;RED YELLOW;OTHER;NC;9/15/1986 22:00;15/9/1986;22:00
Redding;RED;CIGAR;CA;9/15/1986 22:30;15/9/1986;22:30
Wingdale;;OTHER;NY;9/15/1986 22:30;15/9/1986;22:30
New Ellington;;OTHER;SC;9/16/1986 18:00;16/9/1986;18:00
Owensboro;;CYLINDER;KY;9/18/1986 16:00;18/9/1986;16:00
Colts Neck;;FIREBALL;NJ;9/18/1986 20:30;18/9/1986;20:30
Portsmouth;;VARIOUS;VA;9/19/1986 19:00;19/9/1986;19:00
Tucson;BLUE;VARIOUS;AZ;9/20/1986 23:50;20/9/1986;23:50
Jasper;;TRIANGLE;GA;9/21/1986 6:30;21/9/1986;6:30
Fredericksburg;ORANGE;TRIANGLE;VA;9/22/1986 16:00;22/9/1986;16:00
Klamath Falls;;CIRCLE;OR;10/1/1986 1:00;1/10/1986;1:00
N. Ridgeville;GREEN;TRIANGLE;OH;10/1/1986 22:00;1/10/1986;22:00
Wheeling;;LIGHT;WV;10/1/1986 22:00;1/10/1986;22:00
Bakersfield;;CIRCLE;CA;10/3/1986 21:00;3/10/1986;21:00
Cresson;ORANGE GREEN;DISK;PA;10/3/1986 21:00;3/10/1986;21:00
Holmes;;CHEVRON;NY;10/10/1986 20:00;10/10/1986;20:00
San Jose;GREEN;LIGHT;CA;10/14/1986 20:30;14/10/1986;20:30
Orangeburg;;CYLINDER;SC;10/15/1986 2:00;15/10/1986;2:00
Salem;;CIGAR;OR;10/15/1986 2:30;15/10/1986;2:30
Pinson;ORANGE;CIRCLE;AL;10/15/1986 14:00;15/10/1986;14:00
Bellevue;ORANGE;DISK;WA;10/15/1986 18:00;15/10/1986;18:00
Knoxville;;DISK;TN;10/15/1986 19:00;15/10/1986;19:00
Petaluma;;DISK;CA;10/15/1986 19:00;15/10/1986;19:00
Ridgecrest;;DISK;CA;10/15/1986 19:20;15/10/1986;19:20
Fayettville;;DIAMOND;TN;10/15/1986 21:00;15/10/1986;21:00
Onyx;;FIREBALL;CA;10/15/1986 22:00;15/10/1986;22:00
Eglin AFB;;DISK;FL;10/17/1986 17:00;17/10/1986;17:00
Bartlesville;;OTHER;OK;10/17/1986 18:00;17/10/1986;18:00
Raleigh;;TRIANGLE;NC;10/20/1986 19:00;20/10/1986;19:00
Selma;;LIGHT;NC;10/22/1986 22:00;22/10/1986;22:00
Decatur;;TRIANGLE;IA;10/26/1986 13:30;26/10/1986;13:30
Decatur City;;TRIANGLE;IA;10/30/1986 13:30;30/10/1986;13:30
Riverdale;;OTHER;GA;10/31/1986 3:00;31/10/1986;3:00
Landaff;;TRIANGLE;NH;11/1/1986 22:50;1/11/1986;22:50
Martinsburg;;OVAL;WV;11/1/1986 23:45;1/11/1986;23:45
Arvada;BLUE;SPHERE;CO;11/3/1986 20:30;3/11/1986;20:30
Grass Valley;;DISK;CA;11/10/1986 23:55;10/11/1986;23:55
Ft. Richardson;;VARIOUS;AK;11/15/1986 0:00;15/11/1986;0:00
Girdwood;ORANGE;SPHERE;AK;11/15/1986 14:30;15/11/1986;14:30
Savannah;;LIGHT;GA;11/15/1986 21:00;15/11/1986;21:00
Plains;GREEN;OTHER;MT;11/15/1986 23:00;15/11/1986;23:00
North Laguna Beach;;DISK;CA;11/21/1986 18:30;21/11/1986;18:30
New Windsor;;TRIANGLE;MD;11/23/1986 5:45;23/11/1986;5:45
Ocala;RED;RECTANGLE;FL;12/1/1986 22:00;1/12/1986;22:00
Pocahontas;RED;LIGHT;AR;12/12/1986 20:00;12/12/1986;20:00
Attleboro;;DISK;MA;12/15/1986 20:30;15/12/1986;20:30
Ocala;;TRIANGLE;FL;12/24/1986 22:00;24/12/1986;22:00
Pittsburgh;;TRIANGLE;PA;12/27/1986 10:30;27/12/1986;10:30
Kaneohe;;CIGAR;HI;12/31/1986 18:00;31/12/1986;18:00
Mt. Airy;;FORMATION;NC;12/31/1986 19:00;31/12/1986;19:00
Mt. Airy;;TRIANGLE;NC;12/31/1986 19:00;31/12/1986;19:00
Houston;;FORMATION;TX;12/31/1986 21:00;31/12/1986;21:00
Castro Valley;;OVAL;CA;1/1/1987 0:00;1/1/1987;0:00
Salem;RED;SPHERE;OR;1/1/1987 0:00;1/1/1987;0:00
El Centro;RED;SPHERE;CA;1/10/1987 17:00;10/1/1987;17:00
Montgomery;;CIGAR;AL;1/13/1987 0:00;13/1/1987;0:00
Ojai;;VARIOUS;CA;1/15/1987 0:00;15/1/1987;0:00
Elkader;;OTHER;IA;1/15/1987 1:45;15/1/1987;1:45
Las Vegas;;DISK;NV;1/29/1987 22:00;29/1/1987;22:00
East Meadow;;VARIOUS;NY;1/30/1987 13:00;30/1/1987;13:00
Kenai;;LIGHT;AK;1/30/1987 21:00;30/1/1987;21:00
Black Hawk;RED YELLOW;SPHERE;CO;1/31/1987 17:04;31/1/1987;17:04
Lucas;;OTHER;TX;2/1/1987 14:00;1/2/1987;14:00
Traverse City;;TRIANGLE;MI;2/3/1987 8:30;3/2/1987;8:30
Laurel Springs;;RECTANGLE;NJ;2/6/1987 13:00;6/2/1987;13:00
Bessemer;;VARIOUS;AL;2/20/1987 1:30;20/2/1987;1:30
Revere;;LIGHT;MA;3/1/1987 1:00;1/3/1987;1:00
Weaverville;;TRIANGLE;NC;3/1/1987 19:00;1/3/1987;19:00
Evansville;;LIGHT;IN;3/5/1987 3:00;5/3/1987;3:00
Ghent;;EGG;WV;3/8/1987 12:27;8/3/1987;12:27
Medford;;FORMATION;NY;3/10/1987 20:00;10/3/1987;20:00
Scottsdale;;LIGHT;AZ;3/15/1987 3:00;15/3/1987;3:00
New York City;;CHEVRON;NY;3/17/1987 21:00;17/3/1987;21:00
Apache Junction;;VARIOUS;AZ;3/23/1987 0:55;23/3/1987;0:55
East Helena;;TRIANGLE;MT;3/31/1987 23:00;31/3/1987;23:00
Stamps;;CHEVRON;AR;4/1/1987 18:00;1/4/1987;18:00
Malibu;;FIREBALL;CA;4/1/1987 21:30;1/4/1987;21:30
Lawrenceville;;OTHER;NJ;4/9/1987 19:20;9/4/1987;19:20
New York City;;TRIANGLE;NY;4/10/1987 13:00;10/4/1987;13:00
Carolina Beach;;CIGAR;NC;4/11/1987 22:00;11/4/1987;22:00
Butler;;OTHER;PA;4/14/1987 12:00;14/4/1987;12:00
Seal Rock;;SPHERE;OR;4/15/1987 16:00;15/4/1987;16:00
Clearwater;;OTHER;FL;4/16/1987 15:30;16/4/1987;15:30
American Fork;;FORMATION;UT;4/17/1987 12:00;17/4/1987;12:00
Carolina Beach;;CIGAR;NC;4/19/1987 22:30;19/4/1987;22:30
Hibbing;;CIRCLE;MN;4/21/1987 22:30;21/4/1987;22:30
Rockford;ORANGE;SPHERE;IL;4/22/1987 23:30;22/4/1987;23:30
Redmond;RED;CIGAR;WA;4/23/1987 20:30;23/4/1987;20:30
Seattle;ORANGE;VARIOUS;WA;4/24/1987 20:15;24/4/1987;20:15
Winslow;;VARIOUS;ME;5/1/1987 23:00;1/5/1987;23:00
Natick;;DISK;MA;5/5/1987 21:00;5/5/1987;21:00
El Paso;;DISK;TX;5/6/1987 18:15;6/5/1987;18:15
Marble Falls;;CIRCLE;TX;5/8/1987 0:00;8/5/1987;0:00
Selden;;OTHER;NY;5/10/1987 23:30;10/5/1987;23:30
Wales;;LIGHT;NY;5/10/1987 23:30;10/5/1987;23:30
Whitesburg;;RECTANGLE;KY;5/14/1987 20:45;14/5/1987;20:45
Las Vegas;;OVAL;NV;5/15/1987 0:30;15/5/1987;0:30
Island Lake;RED;LIGHT;IL;5/15/1987 23:00;15/5/1987;23:00
Temple;;CIGAR;TX;5/15/1987 23:00;15/5/1987;23:00
Evansville;;OTHER;IN;5/18/1987 22:30;18/5/1987;22:30
Galveston;;VARIOUS;TX;5/20/1987 2:00;20/5/1987;2:00
Mcpherson;;TRIANGLE;KS;5/20/1987 22:00;20/5/1987;22:00
San Antonio;;DISK;TX;5/21/1987 2:00;21/5/1987;2:00
Schenectady;;CHEVRON;NY;5/28/1987 19:00;28/5/1987;19:00
Burnside;;CIRCLE;KY;5/28/1987 20:30;28/5/1987;20:30
Iowa;;VARIOUS;LA;6/1/1987 0:00;1/6/1987;0:00
Kittery;;VARIOUS;ME;6/1/1987 0:00;1/6/1987;0:00
Coos Bay;;DISK;OR;6/1/1987 1:00;1/6/1987;1:00
San Francisco;;OTHER;CA;6/1/1987 2:30;1/6/1987;2:30
Olympia;;EGG;WA;6/1/1987 3:00;1/6/1987;3:00
Miami;;LIGHT;FL;6/1/1987 6:00;1/6/1987;6:00
Las Vegas;;VARIOUS;NV;6/1/1987 6:45;1/6/1987;6:45
New York City;RED;CIGAR;NY;6/1/1987 15:00;1/6/1987;15:00
Redding;;VARIOUS;CA;6/1/1987 16:00;1/6/1987;16:00
Segno;;DISK;TX;6/1/1987 16:00;1/6/1987;16:00
Ithaca;;OTHER;MI;6/1/1987 17:00;1/6/1987;17:00
Syracuse;RED GREEN;OVAL;NY;6/1/1987 19:00;1/6/1987;19:00
Gladstone;;DISK;MO;6/1/1987 19:30;1/6/1987;19:30
Minford;;FLASH;OH;6/1/1987 20:00;1/6/1987;20:00
Putnam Valley;;FORMATION;NY;6/1/1987 21:00;1/6/1987;21:00
Kansas;BLUE;FIREBALL;KS;6/1/1987 22:00;1/6/1987;22:00
Little Rock;;FORMATION;AR;6/1/1987 22:00;1/6/1987;22:00
Jackson Hole;;LIGHT;WY;6/7/1987 21:00;7/6/1987;21:00
Jackson;;DIAMOND;MS;6/10/1987 7:00;10/6/1987;7:00
Joplin;;DISK;MO;6/10/1987 22:30;10/6/1987;22:30
Sarasota;;DISK;FL;6/11/1987 9:00;11/6/1987;9:00
Middlebury;;DISK;CT;6/11/1987 21:00;11/6/1987;21:00
Pittsburg;;VARIOUS;KS;6/12/1987 1:00;12/6/1987;1:00
Depere;;VARIOUS;WI;6/12/1987 21:00;12/6/1987;21:00
Cedarburg;RED;FORMATION;WI;6/13/1987 1:30;13/6/1987;1:30
Londonderry;;OTHER;NH;6/15/1987 1:00;15/6/1987;1:00
Bullhead City;;FIREBALL;AZ;6/15/1987 18:30;15/6/1987;18:30
Burlington;;FIREBALL;CT;6/15/1987 20:00;15/6/1987;20:00
Miamisburg;;TRIANGLE;OH;6/18/1987 23:15;18/6/1987;23:15
Auburn;;FIREBALL;MA;6/20/1987 9:30;20/6/1987;9:30
Gettysburg;;VARIOUS;PA;6/21/1987 23:00;21/6/1987;23:00
Summerfield;;LIGHT;OK;6/23/1987 1:30;23/6/1987;1:30
Pahrump;;OTHER;NV;6/25/1987 23:00;25/6/1987;23:00
Crofton;;DISK;MD;6/30/1987 0:00;30/6/1987;0:00
Muskegon;;LIGHT;MI;6/30/1987 2:30;30/6/1987;2:30
Irma;;OVAL;WI;6/30/1987 4:45;30/6/1987;4:45
Canton;;LIGHT;OH;6/30/1987 15:00;30/6/1987;15:00
Osceola County;;OTHER;FL;6/30/1987 16:00;30/6/1987;16:00
Hancock;;TRIANGLE;MD;6/30/1987 19:00;30/6/1987;19:00
Palm Springs;;VARIOUS;CA;6/30/1987 19:00;30/6/1987;19:00
St. Cloud;;OTHER;FL;6/30/1987 21:00;30/6/1987;21:00
Thomaston;;CIRCLE;GA;7/1/1987 0:30;1/7/1987;0:30
Marshville;;OTHER;NC;7/1/1987 1:00;1/7/1987;1:00
San Pedro;;TRIANGLE;CA;7/1/1987 3:00;1/7/1987;3:00
Cherokee Village;;CYLINDER;AR;7/1/1987 16:00;1/7/1987;16:00
Lost Park;RED;SPHERE;CO;7/1/1987 20:00;1/7/1987;20:00
Erie;;TRIANGLE;PA;7/3/1987 20:00;3/7/1987;20:00
Frankford;;LIGHT;MO;7/4/1987 22:00;4/7/1987;22:00
Neenah;;OTHER;WI;7/7/1987 1:00;7/7/1987;1:00
Salina;;SPHERE;KS;7/7/1987 23:30;7/7/1987;23:30
Rockford;;TRIANGLE;IL;7/10/1987 22:05;10/7/1987;22:05
White Bear Lake;;DISK;MN;7/12/1987 15:00;12/7/1987;15:00
Sacramento;;OTHER;CA;7/14/1987 1:30;14/7/1987;1:30
Teller;;DISK;AK;7/15/1987 1:30;15/7/1987;1:30
Richton;;OTHER;MS;7/15/1987 2:00;15/7/1987;2:00
San Juan Capistrano;YELLOW;LIGHT;CA;7/15/1987 2:00;15/7/1987;2:00
Arkansas;;LIGHT;AR;7/15/1987 3:00;15/7/1987;3:00
Houston;;SPHERE;TX;7/15/1987 13:00;15/7/1987;13:00
Beaver Dam;;OTHER;WI;7/15/1987 20:00;15/7/1987;20:00
Dyersburg;;CIRCLE;TN;7/15/1987 20:30;15/7/1987;20:30
Lakeville;;CHEVRON;CT;7/15/1987 21:00;15/7/1987;21:00
Collinsville;;TRIANGLE;AL;7/15/1987 22:30;15/7/1987;22:30
Alton;;DISK;IL;7/15/1987 23:00;15/7/1987;23:00
